Número de Ticket;Creado;Estado;Propietario;Asunto
202401184700137;18/1/2024;Cerrado con exito;victor.freire;Revision realizada
202401184700136;18/1/2024;Cerrado con exito;victor.freire;Revision realizada
202401184700133;18/1/2024;cerrado, no compete a TIC;victor.freire;Re: [Ticket#202401184700133] Realizar la actualización del procedimiento de Asesoria
202401184700130;18/1/2024;cerrado, no compete a TIC;victor.freire;Re: [Ticket#202401184700130] Realizar la actualización del procedimiento de Arquitectura
202401114700282;11/1/2024;Cerrado con exito;victor.freire;Usuario creado
202401114700163;11/1/2024;Cerrado con exito;victor.freire;Respuesta enviada
202401094700016;9/1/2024;Cerrado con exito;victor.freire;Memorando realizado y enviado
202401084700124;8/1/2024;cerrado sin éxito;victor.freire;Proyecto suspendido
202401084700068;8/1/2024;Cerrado con exito;victor.freire;Revisión realizada
202401084700022;8/1/2024;Cerrado con exito;victor.freire;Subida realizada
202401084700010;8/1/2024;Cerrado con exito;victor.freire;Usuario activado
202401084700007;8/1/2024;Cerrado con exito;victor.freire;Subida realizada
202401044700045;4/1/2024;Cerrado con exito;victor.freire;Usuario activado
202401044700040;4/1/2024;Cerrado con exito;victor.freire;Memorando realizado y enviado
202401044700037;4/1/2024;Cerrado con exito;victor.freire;Correo enviado
202401044700034;4/1/2024;Cerrado con exito;victor.freire;Memorando realizado y enviado
202401034700163;3/1/2024;Cerrado con exito;victor.freire;Usuario desactivado
202401034700161;3/1/2024;Cerrado con exito;victor.freire;Usuario desactivado
202401034700155;3/1/2024;Cerrado con exito;victor.freire;Usuario desactivado
